"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
22,"Dennis Sheperd","Copenhagen","Coldharbour","December 07, 2017",843
23,"Sultan + Shepard feat. Nadia Ali & IRO","Almost Home (Mark Sixma Remix)","Armada","December 07, 2017",843
24,"Andy Moor & Somna & Diana Leah","There Is Light","AVA","December 07, 2017",843
25,"Illitheas","Levity","Abora Skies","December 07, 2017",843
26,"Talla 2XLC & Carl B. & Katie Marne","Keep This Fire Burning 2017","Tetsuo","December 07, 2017",843
27,"Phillip J feat. Kim Casandra","The Rest Of Me","Raz Nitzan","December 07, 2017",843
28,"Onova","Revive","WAO138","December 07, 2017",843
29,"Solarstone & Indecent Noise","Querencia (Giuseppe Ottaviani Rework)","Pure Trance","December 07, 2017",843
30,"Jam & Spoon","Odyssey To Anyoona (Markus Schulz vs. Jam El Mar Remix)","Coldharbour","December 07, 2017",843
31,"Ben Nicky vs. Roman Messer & Elite Electronic & Mark Walker vs. Above & Beyond feat. Richard Bedford","Cobra vs. Arkane vs. Northern Soul (Armin van Buuren Mashup)","Suanda","December 07, 2017",843
32,"Aly & Fila vs. Scott Bond & Charlie Walker","Shadow","FSOE","December 07, 2017",843
1,"Armin van Buuren feat. Josh Cumbee","Christmas Days","Armind","December 14, 2017",844
2,"Maor Levi","Aurora","Armada Trice","December 14, 2017",844
3,"Andrew Rayel feat. Jonathan Mendelsohn","Home (Manse Remix)","Armind","December 14, 2017",844
4,"Sultan + Shepard feat. Nadia Ali & IRO","Almost Home (Mark Sixma Remix)","Armada","December 14, 2017",844
5,"Progressive Pick: Gabriel & Dresden","Sequola","Anjunabeats","December 14, 2017",844
6,"Dave202","Impulse","S2","December 14, 2017",844
7,"Armin van Buuren","Once Upon A Time","n/a","December 14, 2017",844
8,"Tune Of The Week: Gabriel & Dresden feat. Jan Burton","You","Anjunabeats","December 14, 2017",844
9,"Gabriel & Dresden","Jupiter","Anjunabeats","December 14, 2017",844
10,"Cosmic Gate feat. Emma Hewitt","Tonight (Allen Watts Remix)","Wake Your Mind","December 14, 2017",844
11,"Andrew Rayel feat. Kristina Antuna","Once In A Lifetime Love (Exis Remix)","Armind","December 14, 2017",844
12,"Steve Allen","#TranceFamilia (Mike Sanders Remix)","n/a","December 14, 2017",844
13,"Allen Watts","Polarize (Daniel Skyver Remix)","Critical Uprising","December 14, 2017",844
14,"Steve Allen & Zack Mia feat. Fenja","Way Back Home","Critical Uprising","December 14, 2017",844
15,"Service For Dreamers: Type 41 vs. XiJaro & Pitch","Chase Your Dreams","Rielism","December 14, 2017",844
16,"Ferry Corsten","Lonely Inside","Flashover","December 14, 2017",844
17,"Kevin Vergauwen & Chatry Van Hove","Awakening (Denis Sender Remix)","Entrancing","December 14, 2017",844
18,"Alexander Turok & Sarah Russell","Take Me Back (Tycoos Dub Mix)","2rock","December 14, 2017",844
19,"HamzeH","Orbit","n/a","December 14, 2017",844
20,"Protoculture","Sunspire","ASOT","December 14, 2017",844
21,"Dan Dobson & Davey Asprey","Fantome","ASOT","December 14, 2017",844
22,"Ben Gold x Omnia","The Gateway (Allen Watts Remix)","ASOT","December 14, 2017",844
23,"MaRLo","BOOM (Abstract Vision Reboot)","ASOT","December 14, 2017",844
24,"Shogun","Skyfire (Steve Allen & Devon Colombage Rework)","Armind","December 14, 2017",844
25,"Aimoon","Still On My Mind (Alex M.O.R.P.H. Remix)","Universal Nation","December 14, 2017",844
26,"Vini Vici & Astrix","Adhana","Iboga","December 14, 2017",844
27,"Dan Stone & Ultimate","Enru","Fsoe Fables","December 14, 2017",844
28,"BERG & Bryan Kearney","Deeper","Kearnage","December 14, 2017",844
29,"Heatbeat & DIM3NSION","Mutenroy","Aerys","December 14, 2017",844
30,"Airscape","Sosei (Ferry Tayle Trance Sanctuary Rework)","Grotesque Reworked","December 14, 2017",844
31,"Heatbeat vs. John O'Callaghan vs. Armin van Buuren ft. Sharon Den Adel","Meteora vs. Raw Deal vs. In And Out Of Love (Armin van Buuren Mashup)","n/a","December 14, 2017",844
32,"Roman Messer feat. Eric Lumiere","Closer (Steve Allen Remix)","Suanda","December 14, 2017",844
1,"Gareth Emery feat. Christina Novelli","Concrete Angel (ReOrder Remix)","Garuda","December 21, 2017",845
2,"Dogzilla","Without You (Will Atkinson Remix)","WAO138","December 21, 2017",845
3,"Denis Kenzo feat. Sveta B.","Just To Hear","Denis Kenzo","December 21, 2017",845
4,"ALPHA 9","Higher Place","Armind","December 21, 2017",845
5,"Cosmic Gate & JES","Fall Into You (Sunny Lax Remix)","Wake Your Mind","December 21, 2017",845
6,"James Dymond & Chris Schweizer","Spectrum","FSOE","December 21, 2017",845
7,"Kensington","Sorry (Armin van Buuren Remix)","Universal","December 21, 2017",845
8,"Aly & Fila with Ana Criado","All Heaven","FSOE","December 21, 2017",845
9,"Paul van Dyk & Pierre Pienaar","Stronger Together","Vandit","December 21, 2017",845
10,"Dash Berlin feat. Bo Bruce","Coming Home (Club Mix)","Armada","December 21, 2017",845
11,"ALPHA 9","The Night Is Ours","Armind","December 21, 2017",845
12,"FloE & DJ T.H. feat. Kate Miles","Like A Miracle (Denis Kenzo Remix)","Entrancing","December 21, 2017",845
13,"Aly & Fila vs. Scott Bond & Charlie Walker","Shadow","FSOE","December 21, 2017",845
14,"Armin van Buuren","Be In The Moment (ASOT 850 Anthem)","ASOT","December 21, 2017",845
15,"Estiva","Blossom","Statement!","December 21, 2017",845
16,"RAM","RAMexico","WAO138","December 21, 2017",845
17,"Armin van Buuren","Communication (David Gravell Remix)","Armind","December 21, 2017",845
18,"Kyau & Albert","Mein Herz (Davey Asprey Remix)","Euphonic","December 21, 2017",845
19,"Avancada vs. Darius & Finlay","Xplode (Yoel Lewis & Grahham Bell Remix)","Armind","December 21, 2017",845
20,"Giuseppe Ottaviani","Lumina","Go Music","December 21, 2017",845
21,"Gaia","Crossfire","Armind","December 21, 2017",845
22,"Super8 & Tab","Cosmo","Armind","December 21, 2017",845
23,"Andrew Rayel feat. Emma Hewitt","My Reflection","Armind","December 21, 2017",845
24,"Above & Beyond feat. Justine Suissa","Alright Now (Above & Beyond Club Mix)","Anjunabeats","December 21, 2017",845
25,"The Space Brothers feat. Joanna Law","Shine (Jorn Van Deynhoven Remix)","WAO138","December 21, 2017",845
26,"Pure NRG","Prophecy (Istoria Anthem 2017)","Black Hole","December 21, 2017",845
27,"Above & Beyond feat. Richard Bedford","Northern Soul","Anjunabeats","December 21, 2017",845
28,"Armin van Buuren & Sunnery James & Ryan Marciano","You Are","Armada","December 21, 2017",845
29,"Armin van Buuren","This Is A Test (Arkham Knights Remix)","Armind","December 21, 2017",845
30,"Craig Connelly feat. Jessica Lawrence","How Can I (John O'Callaghan Remix)","Subculture","December 21, 2017",845
31,"Robert Nickson","Heliopause","Grotesque","December 21, 2017",845
32,"Cosmic Gate & Emma Hewitt","Tonight","Wake Your Mind","December 21, 2017",845
33,"Above & Beyond feat. Zoe? Johnston","My Own Hymn","Anjunabeats","December 21, 2017",845
34,"Protoculture","The Descent","Armind","December 21, 2017",845
35,"W&W x Vini Vici","Chakra","Mainstage","December 21, 2017",845
36,"Allen Watts","Arizona","WAO138","December 21, 2017",845
37,"Aly & Fila with Ferry Tayle","Concorde","Fsoe Fables","December 21, 2017",845
38,"Armin van Buuren","My Symphony (The Best Of Armin Only Anthem)","Armind","December 21, 2017",845
39,"Armin van Buuren & Garibay feat. Olaf Blackwood","I Need You (Club Mix)","Armind","December 21, 2017",845
40,"Aly & Fila with Philippe El Sisi & Omar Sherif feat. Karim Youssef","The Chronicles (FSOE 500 Anthem)","FSOE","December 21, 2017",845
41,"RAM & Arctic Moon with Stine Grove","A Billion Stars Above","FSOE","December 21, 2017",845
42,"Gaia","Saint Vitus","Armind","December 21, 2017",845
43,"Ferry Corsten pres. Gouryella","Venera (Vee's Theme)","Flashover","December 21, 2017",845
44,"Aly & Fila","Beyond The Lights","FSOE","December 21, 2017",845
45,"Armin van Buuren vs. Vini Vici feat. Hilight Tribe","Great Spirit","Armind","December 21, 2017",845
46,"Davey Asprey","Fallout","ASOT","December 21, 2017",845
47,"Armin van Buuren","I Live For That Energy (ASOT 800 Theme)","ASOT","December 21, 2017",845
48,"Armin van Buuren pres. Rising Star feat. Betsie Larkin","Again (Armin van Buuren Remix)","Armind","December 21, 2017",845
49,"Gareth Emery feat. Wayward Daughter","Reckless (Standerwick Remix)","Garuda","December 21, 2017",845
50,"Aly & Fila meets Roger Shah & Susana","Unbreakable","FSOE","December 21, 2017",845
51,"Armin van Buuren feat. Josh Cumbee","Sunny Days (Club Mix)","Armind","December 21, 2017",845
52,"Bryan Kearney & Plumb","All Over Again","Subculture","December 21, 2017",845
53,"Gareth Emery & Standerwick feat. HALIENE","Saving Light","Monstercat","December 21, 2017",845
1,"Armin van Buuren","Once Upon A Time","Armada","December 28, 2017",846
2,"Omnia & DRYM","Enigma","Armind","December 28, 2017",846
3,"Yoel Lewis","Tuviana","Armind","December 28, 2017",846
4,"Sound Quelle & Max Meyer feat. Brandon Mignacca","Andromeda","Statement!","December 28, 2017",846
5,"Rodg","Right Away","Armind","December 28, 2017",846
6,"Sultan + Shepard","Bloom","Armada","December 28, 2017",846
7,"Seven Lions & Jason Ross feat. Paul Meany","Higher Love","Anjunabeats","December 28, 2017",846
8,"Ferry Corsten","Blueprint","Flashover","December 28, 2017",846
9,"ATB & Andrew Rayel","Connected","Armind","December 28, 2017",846
10,"Above & Beyond feat. Zoe? Johnston","My Own Hymn","Anjunabeats","December 28, 2017",846
11,"ALPHA 9","Burning Heart","Armind","December 28, 2017",846
12,"Gabriel & Dresden feat. Sub Teal","This Love Kills Me (Gabriel & Dresden Club Mix / Above & Beyond Respray)","Anjunabeats","December 28, 2017",846
13,"deadmau5","Polaris","Mau5trap","December 28, 2017",846
14,"Cosmic Gate & Emma Hewitt","Tonight","Wake Your Mind","December 28, 2017",846
15,"Equador","Bones Of Man (Gareth Emery Remix)","Pegdoll","December 28, 2017",846
16,"Andrew Rayel & Christina Novelli","Lighthouse","Armind","December 28, 2017",846
17,"Andrew Rayel feat. Emma Hewitt","My Reflection","Armind","December 28, 2017",846
18,"Above & Beyond feat. Justine Suissa","Alright Now (Above & Beyond Club Mix)","Anjunabeats","December 28, 2017",846
19,"Ana Criado","Still There's You","Raz Nitzan","December 28, 2017",846
20,"Armin van Buuren feat. Josh Cumbee","Sunny Days (Club Mix)","Armind","December 28, 2017",846
21,"Denis Kenzo feat. Hanna Finsen","Dancing In The Dark","Denis Kenzo","December 28, 2017",846
22,"Ferry Corsten feat. Niels Geusebroek","Waiting","Flashover","December 28, 2017",846
23,"Gareth Emery & Standerwick feat. HALIENE","Saving Light","Monstercat","December 28, 2017",846
24,"Denis Kenzo feat. Sveta B.","Just To Hear","Denis Kenzo","December 28, 2017",846
25,"Giuseppe Ottaviani feat. Kyler England","Firefly (Omnia Remix)","Black Hole","December 28, 2017",846
26,"DIM3NSION & Rama Duke","Here With Me","ASOT","December 28, 2017",846
27,"Dash Berlin feat. Bo Bruce","Coming Home","Armada","December 28, 2017",846
28,"Ilan Bluestone feat. Giuseppe De Luca","Frozen Ground","Anjunabeats","December 28, 2017",846
29,"Armin van Buuren","My Symphony (The Best Of Armin Only Anthem)","Armind","December 28, 2017",846
30,"ReFeel","Always (Venom One Remix)","Abstractive","December 28, 2017",846
31,"Armin van Buuren","I Live For That Energy (ASOT 800 Theme)","ASOT","December 28, 2017",846
32,"Super8 & Tab","Cosmo","Armind","December 28, 2017",846
33,"Cosmic Gate & JES","Fall Into You (Sunny Lax Remix)","Wake Your Mind","December 28, 2017",846
34,"Armin van Buuren & Garibay feat. Olaf Blackwood","I Need You","Armind","December 28, 2017",846
35,"Armin van Buuren & Sunnery James & Ryan Marciano","You Are","Armada","December 28, 2017",846
36,"MaRLo & First State","Falling Down","Armind","December 28, 2017",846
37,"ALPHA 9 & Koven","Only Good Mistake","Anjunabeats","December 28, 2017",846
38,"Andrew Bayer & Ilan Bluestone","Destiny","Anjunabeats","December 28, 2017",846
39,"Mangal Suvarnan feat. Eshani S","Insanity","Armada Captivating","December 28, 2017",846
40,"Alexandre Bergheau","Summer's Gone (Yoel Lewis Remix)","Armada Captivating","December 28, 2017",846
41,"Ruben de Ronde X Rodg & Ben Gold","Bombsquadkittens","Statement!","December 28, 2017",846
42,"Super8 & Tab","Pressure","Armind","December 28, 2017",846
43,"Above & Beyond feat. Richard Bedford","Northern Soul","Anjunabeats","December 28, 2017",846
44,"Protoculture","The Descent","Armind","December 28, 2017",846
45,"Ørjan Nilsen","Hi There Radio","Armind","December 28, 2017",846
46,"Sultan + Shepard feat. Nadia Ali & IRO","Almost Home (Mark Sixma Remix)","Armada","December 28, 2017",846
47,"Protoculture","Pegasus (Vigel Remix)","Armada Captivating","December 28, 2017",846
48,"Ørjan Nilsen feat. Rykka","The Hardest Part","Armind","December 28, 2017",846
49,"Armin van Buuren vs. Human Resource","Dominator","Armind","December 28, 2017",846
50,"Armin van Buuren","This Is A Test (Arkham Knights Remix)","Armind","December 28, 2017",846
51,"NWYR","Voltage","FREE","December 28, 2017",846
52,"KhoMha","Laberinto","Armind","December 28, 2017",846
53,"Abstract Vision","Bombshell","Interstate","December 28, 2017",846
54,"Kyau & Albert","Trace","Euphonic","December 28, 2017",846
55,"Assaf feat. Nathan Nicholson","Lost Souls (Radion6 Remix)","Black Sunset","December 28, 2017",846
56,"Robert Nickson","Heliopause","Black Hole","December 28, 2017",846
57,"Alexander Popov","Awake The Flow","Armind","December 28, 2017",846
58,"Kyau & Albert","Mein Herz (Davey Asprey Remix)","Euphonic","December 28, 2017",846
59,"4 Strings & Denise Rivera","In The Middle Of A Dream","Raz Nitzan","December 28, 2017",846
60,"Ben Gold","Kingdoms","Armind","December 28, 2017",846
61,"FloE & DJ T.H. feat. Kate Miles","Like A Miracle (Denis Kenzo Remix)","Entrancing","December 28, 2017",846
62,"Ferry Corsten pres. Gouryella","Venera (Vee's Theme)","Flashover","December 28, 2017",846
63,"Ben Gold x Omnia","The Gateway","ASOT","December 28, 2017",846
64,"Tom Fall","Kaamos","Armind","December 28, 2017",846
65,"Avancada vs. Darius & Finlay","Xplode (Yoel Lewis & Grahham Bell Remix)","Armind","December 28, 2017",846
66,"Beatsole","Before I Wake","ASOT","December 28, 2017",846
67,"Pure NRG","Prophecy (Istoria Anthem 2017)","Black Hole","December 28, 2017",846
68,"RAM & Arctic Moon with Stine Grove","A Billion Stars Above","FSOE","December 28, 2017",846
69,"The Noble Six","Firewalker","ASOT","December 28, 2017",846
70,"Davey Asprey","Fallout","ASOT","December 28, 2017",846
71,"Solarstone & Meredith Call","I Found You (Giuseppe Ottaviani Remix)","Black Hole","December 28, 2017",846
72,"Aly & Fila","Beyond The Lights","FSOE","December 28, 2017",846
73,"Aly & Fila with Philippe El Sisi & Omar Sherif feat. Karim Youssef","The Chronicles (FSOE 500 Anthem)","FSOE","December 28, 2017",846
74,"David Gravell","Melbourne (DRYM Remix)","Armada Captivating","December 28, 2017",846
75,"Allen Watts","Arizona","Who's Afraid Of 138","December 28, 2017",846
76,"David Forbes feat. Emma Gillespie","Shadows (Cold Blue Remix)","Subculture","December 28, 2017",846
77,"RAM & Stine Grove","Forever And A Day (Giuseppe Ottaviani Remix)","Grotesque","December 28, 2017",846
78,"Giuseppe Ottaviani","Lumina","Go Music","December 28, 2017",846
79,"Giuseppe Ottaviani feat. Jennifer Rene","Home (On Air Mix)","Black Hole","December 28, 2017",846
80,"Paul van Dyk & Ronald Van Gelderen feat. Gaelan & Eric Lumiere","Everyone Needs Love (Paul van Dyk VANDIT Club Mix)","Vandit","December 28, 2017",846
81,"MaRLo","Onaj","ASOT","December 28, 2017",846
82,"Aly & Fila with Ferry Tayle","Concorde","Fsoe Fables","December 28, 2017",846
83,"Paul van Dyk & Pierre Pienaar","Stronger Together","Vandit","December 28, 2017",846
84,"Craig Connelly feat. Jessica Lawrence","How Can I (John O'Callaghan Remix)","Subculture","December 28, 2017",846
85,"Neelix","1000 Sterne (Talla 2XLC Trance Rework)","Spintwist","December 28, 2017",846
86,"Jorn Van Deynhoven","Rising High","Who's Afraid Of 138","December 28, 2017",846
87,"Scott Bond & Charlie Walker vs. Trouser Enthusiasts","Sweet Release","Who's Afraid Of 138","December 28, 2017",846
88,"Aly & Fila with Ana Criado","All Heaven","FSOE","December 28, 2017",846
89,"Dogzilla","Without You (Will Atkinson Remix)","Who's Afraid Of 138","December 28, 2017",846
90,"Susana","Only Summer Knows","Amsterdam Trance","December 28, 2017",846
91,"RAM","RAMexico","Who's Afraid Of 138","December 28, 2017",846
92,"Cold Blue","Once In Time","Subculture","December 28, 2017",846
93,"Steve Allen & Sarah Lynn","Broken Child","Amsterdam Trance","December 28, 2017",846
94,"James Dymond & Chris Schweizer","Spectrum","FSOE","December 28, 2017",846
95,"Eco & Driftmoon","Trust In The Wind (Driftmoon Rework)","Pure Trance","December 28, 2017",846
96,"Gaia","Saint Vitus","Armind","December 28, 2017",846
97,"The Space Brothers feat. Joanna Law","Shine (Jorn Van Deynhoven Remix)","Who's Afraid Of 138","December 28, 2017",846
98,"DJ Ton T.B.","Electronic Malfunction (Paul Denton Remix)","Outburst","December 28, 2017",846
99,"Bryan Kearney & Plumb","All Over Again","Subculture","December 28, 2017",846
100,"Heatbeat","Mechanizer","Aerys","December 28, 2017",846
101,"Shinovi","Indian Summer","Who's Afraid Of 138","December 28, 2017",846
102,"Armin van Buuren vs. Vini Vici feat. Hilight Tribe","Great Spirit","Armind","December 28, 2017",846
103,"Alchimyst feat. Staccato","Deva","Who's Afraid Of 138","December 28, 2017",846
104,"W&W x Vini Vici","Chakra","Mainstage","December 28, 2017",846
105,"DRYM","Wraith","Who's Afraid Of 138","December 28, 2017",846
106,"Will Atkinson","Leave A Message","Kearnage","December 28, 2017",846
107,"Armin van Buuren","A Magical Party","n/a","December 28, 2017",846
1,"Roman Messer feat. Christina Novelli","Fireflies","Suanda","January 04, 2018",847
2,"Paul Arcane","Transcend","Enhanced Prog","January 04, 2018",847
3,"LTN & Leolani","24 Hours","Statement!","January 04, 2018",847
4,"Virtual Self","a.i.ngel (Become God)","Virtual Self","January 04, 2018",847
5,"ALPHA 9","You And I","Flashover","January 04, 2018",847
6,"Progressive Pick: Rodg x Roovel","Fast Lane","Statement!","January 04, 2018",847
7,"Raz Nitzan & Neev Kennedy","Someone Else's Lover","Raz Nitzan","January 04, 2018",847
8,"Fast Distance & Stonevalley","Saiyan","ASOT","January 04, 2018",847
9,"Bigtopo & Omar Diaz","Pirineos","IHU","January 04, 2018",847
10,"Maarten De Jong & Katty Heath","Free To Feel Again","Amsterdam Trance","January 04, 2018",847
11,"Alex M.O.R.P.H.","Summer Love Story","Vandit","January 04, 2018",847
12,"Paul van Dyk & Emanuele Braveri feat. Rebecca Louise Burch","Escape Reality Tonight","Vandit","January 04, 2018",847
13,"Alexander Turok & Sarah Russell","Take Me Back (Tycoos Dub Mix)","2rock","January 04, 2018",847
14,"4 Strings","Take Me Away (Into The Night)","Liquid","January 04, 2018",847
15,"Service For Dreamers: Protoculture feat. Shannon Hurley","Sun Gone Down","Re*brand","January 04, 2018",847
16,"Shinovi","Last Ray Of Light (Stranger Things Tribute)","FREE","January 04, 2018",847
17,"Andrew Rayel feat. Kristina Antuna","Once In A Lifetime Love (Exis Remix)","In Harmony","January 04, 2018",847
18,"UDM","Magenta","Digital Society","January 04, 2018",847
19,"London Grammar","Hell To The Liars (Billy Gillies Remix)","Metal & Dust","January 04, 2018",847
20,"Aimoon","Still On My Mind (Alex M.O.R.P.H. Remix)","Universal Nation","January 04, 2018",847
21,"Steve Allen","Tranceformation","Vandit","January 04, 2018",847
22,"Talla 2XLC","The Time Is Now","Vandit","January 04, 2018",847
23,"Erika K","Melva","Always Alive","January 04, 2018",847
24,"Ashley Smith","Kick Back","Damaged","January 04, 2018",847
25,"Andy Moor & Ashley Wallbridge feat. Meighan Nealon","Faces (Indecent Noise Remix)","AVA","January 04, 2018",847
26,"Lepi & Taival","Moonshadow","Ava White","January 04, 2018",847
27,"Cosmic Gate & Emma Hewitt","Tonight (Allen Watts Remix)","Wake Your Mind","January 04, 2018",847
28,"Jordan Suckley & Kutski","Surveillance (2nd Phase Remix)","Damaged","January 04, 2018",847
29,"Talla 2XLC feat. Carl B & Katie Marne","Keep The Fire Burning (Magnus Remix)","Tetsuo","January 04, 2018",847
30,"Chris Schweizer","The Wolf","Who's Afraid Of 138","January 04, 2018",847
31,"Arkham Knights vs. Fred Baker","Total Vibration","Coldharbour","January 04, 2018",847
1,"First State feat. Sarah Howells","Brave (Andy Moor Remix)","Grotesque Reworked","January 11, 2018",848
2,"Roman Messer feat. Christina Novelli","Fireflies","Suanda","January 11, 2018",848
3,"Lumïsade","Let You Go","Statement!","January 11, 2018",848
4,"Aelyn","Fire & Water (Ruslan Radriges Remix)","Suanda Voice","January 11, 2018",848
5,"Progressive Pick: The Thrillseekers pres. Hydra","Amber (Vintage & Morelli Remix)","Fsoe Parallels","January 11, 2018",848
6,"Nhato","Gekka","Otographic","January 11, 2018",848
7,"Trending Track: Alex M.O.R.P.H.","Summer Love Story","Vandit","January 11, 2018",848
8,"Duncan Newell & Luigi Palagano","Gibbo (Genix Remix)","Alter Ego","January 11, 2018",848
9,"Tune Of The Week: Dan Thompson","Imprint","ASOT","January 11, 2018",848
10,"Andrew Rayel","Moments (Whiteout Remix)","In Harmony","January 11, 2018",848
11,"Mike Spinner","Infinity","Auditory","January 11, 2018",848
12,"Kyau & Albert","Wanderlust","Euphonic","January 11, 2018",848
13,"Armin van Buuren","Full Focus (Ahmed Helmy Remix)","Armind","January 11, 2018",848
14,"Andrew Rayel","Let It Be Forever (Radion6 Remix)","Armind","January 11, 2018",848
15,"Service For Dreamers: Gaia","4 Elements","Armada Captivating","January 11, 2018",848
16,"Dimibo feat. Ankit Sharda","Fortune & Glory","WAO138","January 11, 2018",848
17,"David Forbes","Firecrackers","n/a","January 11, 2018",848
18,"Limelght","Canis Major","Armind","January 11, 2018",848
19,"David Broaders","Neogenesis","Fsoe Parallels","January 11, 2018",848
20,"Doppenberg pres. Remarq","Backfire","Flashover Trance","January 11, 2018",848
21,"Sean Mathews","I Reckon (Ultimate Remix)","Infrasonic","January 11, 2018",848
22,"Brent Rix","Starfall","Redux Rec.","January 11, 2018",848
23,"Cold Blue","Learning To Live","Subculture","January 11, 2018",848
24,"Allen Watts","Square One (Steve Allen Remix)","Grotesque","January 11, 2018",848
25,"Quench","Dreams (Nicholson Cathedral Remix)","Magik Muzik","January 11, 2018",848
26,"Paul Denton","Afterglow","FSOE","January 11, 2018",848
27,"Markus Schulz","The New World (Davey Asprey Rework)","Free/coldharbour","January 11, 2018",848
28,"Alex Di Stefano","My Shadow","Itwt","January 11, 2018",848
29,"Safri Duo vs. Mory Kante","Falling Hill vs. Yeke Yeke (Armin van Buuren Mashup)","n/a","January 11, 2018",848
30,"Proyal","Epode (Smith & Brown Remix)","Rielism Elements","January 11, 2018",848
1,"ARTY feat. April Bender","Sunrise","Armada","January 18, 2018",849
2,"Firebeatz feat. Vertel","Till The Sun Comes Up (Ørjan Nilsen Remix)","Ignite","January 18, 2018",849
3,"Dalero & Zuubi vs. Aresz","Dracarys","Enhanced Prog","January 18, 2018",849
4,"Virtual Self","Ghost Voices","Virtual Self","January 18, 2018",849
5,"Tune Of The Week: Super8 & Tab feat. Envy Monroe","True Love","Armind","January 18, 2018",849
6,"Josa & Tony Hammer","Carpe Noctem","Freegrant","January 18, 2018",849
7,"Progressive Pick: Maor Levi","Juno","Armada","January 18, 2018",849
8,"Sunbrothers & Varsente","This Feeling","Interplay","January 18, 2018",849
9,"Chicane","Someone To Stay","Modena","January 18, 2018",849
10,"Chicane","Gorecki (Danny Dove Remix)","Modena","January 18, 2018",849
11,"Chicane & Jody Wisternoff","The Bridge","Modena","January 18, 2018",849
12,"The Midnight","WeMoveForward","Silk Music","January 18, 2018",849
13,"Service For Dreamers: Armin van Buuren feat. Ana Criado","I'll Listen","Armind","January 18, 2018",849
14,"DIM3NSION","Agarimo","Flashover","January 18, 2018",849
15,"Orano feat. Karen Elliot","Fairytales (Cyril Ryaz Remix)","Mondo","January 18, 2018",849
16,"Dennis Graft feat. Maria Milewska","Until (Enzo Remix)","Suanda Voice","January 18, 2018",849
17,"KhoMha","Aire","ASOT","January 18, 2018",849
18,"Johan Gielen","Souvenir","High Contrast","January 18, 2018",849
19,"Alex Byrka & Ruslan Device feat. Breame","Andalucia","Always Alive","January 18, 2018",849
20,"Aly & Fila vs. Ferry Corsten","Camellia","FSOE","January 18, 2018",849
21,"Phaxe & Morten Granau","The Collective (Ghost Rider Remix)","432","January 18, 2018",849
22,"Aley & Oshay feat. Natune","Iniverse (Sunset & Ahmed Helmy Remix)","Trance Temple","January 18, 2018",849
23,"RAM & Ciaran McAuley","Serengeti","Grotesque","January 18, 2018",849
24,"Scott Bond vs. Solarstone","Red Line Highway (Factor B Back To The Future Mix)","Armada","January 18, 2018",849
25,"Future Favorite: Quench","Dreams (Nicholson Cathedral Remix)","Magik Muzik","January 18, 2018",849
26,"Bobby Neon","Patheos","Reaching Altitude","January 18, 2018",849
27,"Trending Track: Safri Duo & John Askew vs. Mory Kante","Falling Hill vs. Yeke Yeke (Armin van Buuren Mashup])","n/a","January 18, 2018",849
28,"Giuseppe Ottaviani","Till The Sunrise","FSOE","January 18, 2018",849
29,"DRYM","Spider","Aerys","January 18, 2018",849
30,"Push","Tranzy State Of Mind (Amir Hussain Bootleg)","Bonzai","January 18, 2018",849
1,"Armin van Buuren","Be In The Moment (ASOT 850 Anthem)","ASOT","January 25, 2018",850
2,"Omnia & Alex Sonata","Titans","ASOT","January 25, 2018",850
3,"Super8 & Tab feat. Envy Monroe","True Love","Armind","January 25, 2018",850
4,"Alexander Popov & Tenishia feat. Thomas T","Play Your Cards (Max Roven Remix)","Interplay","January 25, 2018",850
5,"Armin van Buuren","Sail (HamzeH 2018 Remix)","Armind","January 25, 2018",850
6,"Denis Kenzo & Clara Yates","Other Side","Denis Kenzo","January 25, 2018",850
7,"Tune Of The Week: Armin van Buuren","Be In The Moment (ASOT 850 Anthem)","ASOT","January 25, 2018",850
8,"Above & Beyond","The Inconsistency Principle","Anjunabeats","January 25, 2018",850
9,"Above & Beyond feat. Zoë Johnston","Always","Anjunabeats","January 25, 2018",850
10,"Above & Beyond","Is It Love? (1001)","Anjunabeats","January 25, 2018",850
11,"Above & Beyond feat. Richard Bedford","Northern Soul","Anjunabeats","January 25, 2018",850
12,"Service For Dreamers: Above & Beyond feat. Alex Vargas","Sink The Lighthouse","Anjunabeats","January 25, 2018",850
13,"BT","Yahweh","Armind","January 25, 2018",850
14,"Jeremy Vancaulart feat. Danyka Nadeau","Hurt","Black Sunset","January 25, 2018",850
15,"Jam & Spoon","Odyssey To Anyoona (Airwave Remix)","Coldharbour","January 25, 2018",850
16,"Diago","Renaitre","Ava White","January 25, 2018",850
17,"Marco V","I Feel You (Thomas Datt Dreamstate Mix)","FREE","January 25, 2018",850
18,"Gabriel & Dresden feat. Jan Burton","Waiting For Winter (Talla 2XLC Uplifting Mix)","Anjunabeats","January 25, 2018",850
19,"Cosmic Gate & Markus Schulz","AR (Patrick White Remix)","Wake Your Mind","January 25, 2018",850
20,"Temple One","Encounter","Subculture","January 25, 2018",850
21,"Allen Watts","Limitless","Critical Uprising","January 25, 2018",850
22,"Activa","Generate","Degenerate","January 25, 2018",850
23,"Future Favorite: Aley & Oshay feat. Natune","Iniverse (Sunset & Ahmed Helmy Remix)","Trance Temple","January 25, 2018",850
24,"Exolight","Without You","Always Alive","January 25, 2018",850
25,"Syntouch","Haoma","Rielism","January 25, 2018",850
