"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
17,"Super8 & Tab & Tom Fall ft. London Thor","September","Armind","March 25, 2021",1009
18,"Super8 & Tab","Cova","Armind","March 25, 2021",1009
19,"Super8 & Tab & Fatum","Open My Eyes","Armind","March 25, 2021",1009
20,"Armin van Buuren & Super8 & Tab","Leka","Armind","March 25, 2021",1009
21,"Super8 & Tab ft. Roxanne Emery","Calm The Storm","Armind","March 25, 2021",1009
22,"Super8 & Tab","Muddy Waters","Armind","March 25, 2021",1009
23,"Super8 & Tab","In This Life","Armind","March 25, 2021",1009
24,"Emanuele Congeddu ft. That Girl","Our Destiny","AVA","March 25, 2021",1009
25,"Fabio XB & Liuck ft. Christina Novelli","Step Into The Light (Jase Thirlwall Remix)","Digital Society","March 25, 2021",1009
26,"Talla 2XLC & Allen Watts","Suburbia","WAO138","March 25, 2021",1009
27,"Avao & Amin Salmee","Will You Come Home","Reaching Altitude","March 25, 2021",1009
28,"Richard Durand & Christina Novelli","Save You (Cold Blue Remix)","Magik Muzik","March 25, 2021",1009
29,"Andrea Ribeca","Tuscia Est","FSOE","March 25, 2021",1009
30,"Alex Di Stefano","Quadra","Skullduggery","March 25, 2021",1009
1,"Progressive Pick: AVIRA ft. Diana Miro","The Worship (Mark Knight Remix)","Armada","April 01, 2021",1010
2,"Andy Moor","Safe On Both Sides","Enhanced","April 01, 2021",1010
3,"Tolga Uzulmez","Afterglow","Redux Red","April 01, 2021",1010
4,"Marc Baz","Coming For You","Always Alive","April 01, 2021",1010
5,"Eximinds","In The Darkness","Interplay","April 01, 2021",1010
6,"Tune Of The Week: Craig Connelly ft. Megan McDuffee","Keep Me Believing","Higher Forces","April 01, 2021",1010
7,"Roger Shah & Rene Ablaze","Twisted World","Magic Island","April 01, 2021",1010
8,"Barwall","Where Will I Go","Abora","April 01, 2021",1010
9,"Gareth Emery ft. Annabel","You'll Be OK (Jorn van Deynhoven Remix)","Create Music Group","April 01, 2021",1010
10,"Trending Track: Armin van Buuren & Giuseppe Ottaviani","Magico","ASOT","April 01, 2021",1010
11,"Ilan Bluestone ft. Ellen Smith","Stranger To Your Love (Ilan Bluestone pres. Stoneblue Remix)","Anjunabeats","April 01, 2021",1010
12,"GXD & Elle Vee","Sail (ReOrder Remix)","Ava White","April 01, 2021",1010
13,"Jeremy Vancaulart ft. Danyka Nadeau","Hurt (Millennial Remix)","Black Sunset","April 01, 2021",1010
14,"Factoria","Seven Summits (Kayosa & Tolland Remix)","Titan Audio","April 01, 2021",1010
15,"Service For Dreamers: Super8 & Tab","Mega","Armind","April 01, 2021",1010
16,"Scorz ft. Lywe","Easy Love","Armada","April 01, 2021",1010
17,"Pierce Fulton","I Can't Remember If It Was A Dream (Jordin Post Remix)","Potential Fun","April 01, 2021",1010
18,"PROFF","Vajrasattva","Skytop","April 01, 2021",1010
19,"Ronpuan","Lost Again","Monster Deep","April 01, 2021",1010
20,"Milkwish","North Beach","Statement! Deep","April 01, 2021",1010
21,"Ferry Corsten & Ruben de Ronde","Bloodstream","Flashover","April 01, 2021",1010
22,"The Thrillseekers pres. Hydra","Amber (Hydra Altered State Mix)","FSOE","April 01, 2021",1010
23,"BetweenUs","Lost Island","Scorchin'","April 01, 2021",1010
24,"Dennis Sheperd & George Jema & Sean Ryan","Burning Flame","Black Hole","April 01, 2021",1010
25,"Christian Burns","Alive (Eskai Remix)","Black Hole","April 01, 2021",1010
26,"Leon Bolier & Estuera","Somnium","Magik Muzik","April 01, 2021",1010
27,"Armin van Buuren ft. Cathy Burton","Rain (FERR Remix)","Armada","April 01, 2021",1010
1,"Tune Of The Week: Armin van Buuren ft. RBVLN","Weight Of The World (Armin van Buuren Club Mix)","Armind","April 08, 2021",1011
2,"Progressive Pick: Matt Fax & VIIQ","Run Away","Colorize","April 08, 2021",1011
3,"Future Favorite: Andy Moor","Safe On Both Sides","Enhanced Prog","April 08, 2021",1011
4,"Luke Bond ft. Paul Aiden","As One","Armind","April 08, 2021",1011
5,"Steve Brian","The 90's (Bryn Liedl Remix)","Enhanced Prog","April 08, 2021",1011
6,"Alex Sonata & TheRio","Time","Anjunabeats","April 08, 2021",1011
7,"FEEL & Papulin","Magic","Suanda","April 08, 2021",1011
8,"Ramsey Westwood","Furiosa","AVA","April 08, 2021",1011
9,"Somna ft. Noire Lee","Beside You (Sean Tyas Magikal Remix)","Magik Muzik","April 08, 2021",1011
10,"Above & Beyond","Sun In Your Eyes (Daniel Kandi Remix)","Anjunabeats","April 08, 2021",1011
11,"C","Systems & Hanna Finsen","n/a","April 08, 2021",1011
12,"Trending Track: Ilan Bluestone ft. Ellen Smith","Stranger To Your Love (Ilan Bluestone pres. Stoneblue Remix)","Anjunabeats","April 08, 2021",1011
13,"Dennis Sheperd & Sunlounger","I Can Feel (Giuseppe Ottaviani Remix)","Black Hole","April 08, 2021",1011
14,"Doppenberg","Twice As Far","ASOT","April 08, 2021",1011
15,"Service For Dreamers: Cyre & DJ T.H.","Salida Del Sol (Derek Palmer Remix)","Levitated","April 08, 2021",1011
16,"Alan Morris","Spirit","Subculture","April 08, 2021",1011
17,"Lewis Duggleby & Jennifer Rene","Whispering Words","Suanda","April 08, 2021",1011
18,"Lange ft. Sarah Howells","Out Of The Sky (Chris Schweizer Remix)","Maelstrom","April 08, 2021",1011
19,"Sam Laxton","Rocha","Pure Trance Neon","April 08, 2021",1011
20,"Roger Shah & Rene Ablaze","Twisted World","FSOE","April 08, 2021",1011
21,"Talla 2XLC","ID","That's Trance","April 08, 2021",1011
22,"D","Devils","n/a","April 08, 2021",1011
23,"Talla 2XLC & Allen Watts","Suburbia","WAO138","April 08, 2021",1011
24,"Kosmonova","Missing You (Talla 2XLC Remix)","Push2play","April 08, 2021",1011
25,"Talla 2XLC","Speed Of Sound","n/a","April 08, 2021",1011
26,"Talla 2XLC","The World In My Eyes (Metta & Glyde Remix)","Nocturnal Knights Reworked","April 08, 2021",1011
27,"Naturalize & Second Sun","3AM","Blue Tunes","April 08, 2021",1011
28,"Ralphie B","Cayende","Serendipity Muzik","April 08, 2021",1011
29,"Rene Ablaze ft. Sarah de Warren","The One","Nocturnal Knights","April 08, 2021",1011
1,"Ilan Bluestone ft. Giuseppe De Luca","Stardust & Madness","Anjunabeats","April 15, 2021",1012
2,"Progressive Pick: RAM Presents Dubyard","First Impression","AVA","April 15, 2021",1012
3,"David Broaders","Going Home","Monstercat Silk","April 15, 2021",1012
4,"Luke Bond ft. Paul Aiden","As One","Armind","April 15, 2021",1012
5,"Trending Track: Armin van Buuren ft. RBVLN","Weight Of The World (Armin van Buuren Club Mix)","Armada","April 15, 2021",1012
6,"deadmau5","Nextra","Hau5trap","April 15, 2021",1012
7,"Future Favorite: FEEL & Papulin","Magic","Suanda","April 15, 2021",1012
8,"Ramsey Westwood","Furiosa","AVA","April 15, 2021",1012
9,"Brandon Michaels","Heart Of Fire","Eximinds Airlines","April 15, 2021",1012
10,"Davey Asprey","An Ocean Of Stars","Coldharbour","April 15, 2021",1012
11,"Tune Of The Week: Markus Schulz ft. HALIENE","Tidal Wave (Will Atkinson Remix)","Black Hole","April 15, 2021",1012
12,"Nord Horizon","New Era","Monster Neos","April 15, 2021",1012
13,"Jean Clemence","Just One Last Time","Reaching Altitude","April 15, 2021",1012
14,"Alex Di Stefano ft. Dynart","Into The Waves","Subculture","April 15, 2021",1012
15,"Alex M.O.R.P.H.","Phoenix Flying","Vandit","April 15, 2021",1012
16,"Service For Dreamers: Tillmann Uhrmacher","On The Run","Direction","April 15, 2021",1012
17,"Misja Helsloot & Ylona","See You Go (Dub Mix)","We Are Trance","April 15, 2021",1012
18,"SPY & Mhammed El Alami","Balance","Flashover Trance","April 15, 2021",1012
19,"Niall McKeever","Voyager","Subculture","April 15, 2021",1012
20,"John Askew","Niceto","Vii","April 15, 2021",1012
21,"Armin van Buuren","Turn The World Into A Dancefloor (Robbie Seed & Digital Vision Bootleg)","ASOT","April 15, 2021",1012
22,"Andrew Rayel & Robbie Seed ft. That Girl","Stars Collide","Armind","April 15, 2021",1012
23,"Robbie Seed & Digital Vision & That Girl","I Choose You","Inharmony","April 15, 2021",1012
24,"Robbie Seed & That Girl","My Remedy","Inharmony","April 15, 2021",1012
25,"Omar Sherif","A Brighter Future","FSOE","April 15, 2021",1012
26,"Nu NRG","Universe (John Askew Remix)","Vandit","April 15, 2021",1012
27,"Darren O'Brien & That Girl","Dancing In The Rain","Alter Ego","April 15, 2021",1012
1,"Tune Of The Week: Armin van Buuren & Maor Levi","Divino","ASOT","April 22, 2021",1013
2,"Alexander Popov & Novan ft. Brandon Mignacca","Brighter","Interplay","April 22, 2021",1013
3,"Omnia","Arcanum","Etrnty","April 22, 2021",1013
4,"Alex Kunnari ft. Bo Bruce","World On Fire","n/a","April 22, 2021",1013
5,"Farius","Chromosphere","Enhanced Prog","April 22, 2021",1013
6,"Ahmed Helmy ft. Hanna Finsen","Saga","Suanda","April 22, 2021",1013
7,"Progressive Pick: Ruben de Ronde & That Girl","Lose Yourself","Statement!","April 22, 2021",1013
8,"OLAN & Nourey","In Motion","Anjunabeats","April 22, 2021",1013
9,"Cubicore ft. K.I.R.A.","You","Armind","April 22, 2021",1013
10,"Ilan Bluestone ft. Giuseppe De Luca","Look At Me Now","Anjunabeats","April 22, 2021",1013
11,"M6 & Avao","Elemental","ASOT","April 22, 2021",1013
12,"Ben Gold & Allen Watts","Change The World","WAO138","April 22, 2021",1013
13,"Corti Organ & Sarah De Warren","Ace (Craig Connelly Remix)","Inharmony","April 22, 2021",1013
14,"Alan Morris & Adrian Morton","A Piece Of Heaven","FSOE","April 22, 2021",1013
15,"Service For Dreamers: ATB & Dash Berlin","Apollo Road","Kontor","April 22, 2021",1013
16,"Factor B pres. Highlandr","I Want You","Theatre Of The Mind","April 22, 2021",1013
17,"Protoculture","Red Point","ASOT","April 22, 2021",1013
18,"Aly & Fila","It's All About The Melody (gardenstate Remix)","FSOE","April 22, 2021",1013
19,"Coast 2 Coast ft. Discovery","Home (Maarten De Jong Remix)","WAO138","April 22, 2021",1013
20,"Activa & Shannon Hurley","Return To Life","Black Hole","April 22, 2021",1013
21,"Chicane","8 (Circle)","Modena","April 22, 2021",1013
22,"Chicane","8 (Circle)","Modena","April 22, 2021",1013
23,"Boy North","Need You By My Side","Another Rhythm","April 22, 2021",1013
24,"Chicane","One Foot In The Past ( One Foot In The Future)","n/a","April 22, 2021",1013
25,"Solarstone","Solarcoaster (Marsh Remix)","Armada","April 22, 2021",1013
26,"Jake Kaiser","Anna","Prgrssn","April 22, 2021",1013
27,"Chicane","Make You Stay","Modena","April 22, 2021",1013
28,"Madis","Desert Of Lost Souls (Alex M.O.R.P.H. Remix)","Morphland","April 22, 2021",1013
29,"Trending Track: Lange ft. Sarah Howells","Out Of The Sky (Chris Schweizer Remix)","Black Hole","April 22, 2021",1013
30,"Calvin O'Commor","Oceania (John Askew Rework)","State Control","April 22, 2021",1013
31,"Future Favorite: Markus Schulz ft. HALIENE","Tidal Wave (Will Atkinson Remix)","Black Hole","April 22, 2021",1013
1,"Tune Of The Week: Armin van Buuren & Maor Levi","Divino","ASOT","April 29, 2021",1014
2,"Alexander Popov & Novan ft. Brandon Mignacca","Brighter","Interplay","April 29, 2021",1014
3,"Omnia","Arcanum","Etrnty","April 29, 2021",1014
4,"Alex Kunnari ft. Bo Bruce","World On Fire","n/a","April 29, 2021",1014
5,"Farius","Chromosphere","Enhanced Prog","April 29, 2021",1014
6,"Ahmed Helmy ft. Hanna Finsen","Saga","Suanda","April 29, 2021",1014
7,"Progressive Pick: Ruben de Ronde & That Girl","Lose Yourself","Statement!","April 29, 2021",1014
8,"OLAN & Nourey","In Motion","Anjunabeats","April 29, 2021",1014
9,"Cubicore ft. K.I.R.A.","You","Armind","April 29, 2021",1014
10,"Ilan Bluestone ft. Giuseppe De Luca","Look At Me Now","Anjunabeats","April 29, 2021",1014
11,"M6 & Avao","Elemental","ASOT","April 29, 2021",1014
12,"Ben Gold & Allen Watts","Change The World","WAO138","April 29, 2021",1014
13,"Corti Organ & Sarah De Warren","Ace (Craig Connelly Remix)","Inharmony","April 29, 2021",1014
14,"Alan Morris & Adrian Morton","A Piece Of Heaven","FSOE","April 29, 2021",1014
15,"Service For Dreamers: ATB & Dash Berlin","Apollo Road","Kontor","April 29, 2021",1014
16,"Factor B pres. Highlandr","I Want You","Theatre Of The Mind","April 29, 2021",1014
17,"Protoculture","Red Point","ASOT","April 29, 2021",1014
18,"Aly & Fila","It's All About The Melody (gardenstate Remix)","FSOE","April 29, 2021",1014
19,"Coast 2 Coast ft. Discovery","Home (Maarten De Jong Remix)","WAO138","April 29, 2021",1014
20,"Activa & Shannon Hurley","Return To Life","Black Hole","April 29, 2021",1014
21,"Chicane","8 (Circle)","Modena","April 29, 2021",1014
22,"Chicane","8 (Circle)","Modena","April 29, 2021",1014
23,"Boy North","Need You By My Side","Another Rhythm","April 29, 2021",1014
24,"Chicane","One Foot In The Past ( One Foot In The Future)","n/a","April 29, 2021",1014
25,"Solarstone","Solarcoaster (Marsh Remix)","Armada","April 29, 2021",1014
26,"Jake Kaiser","Anna","Prgrssn","April 29, 2021",1014
27,"Chicane","Make You Stay","Modena","April 29, 2021",1014
28,"Madis","Desert Of Lost Souls (Alex M.O.R.P.H. Remix)","Morphland","April 29, 2021",1014
29,"Trending Track: Lange ft. Sarah Howells","Out Of The Sky (Chris Schweizer Remix)","Black Hole","April 29, 2021",1014
30,"Calvin O'Commor","Oceania (John Askew Rework)","State Control","April 29, 2021",1014
31,"Future Favorite: Markus Schulz ft. HALIENE","Tidal Wave (Will Atkinson Remix)","Black Hole","April 29, 2021",1014
1,"Tune Of The Week: Armin van Buuren ft. Sarah Reeves","Tell Me Why","Armind","May 06, 2021",1015
2,"Will Sparks ft. Colleen D'Agostino","Close","Armada","May 06, 2021",1015
3,"Ilan Bluestone & Maor Levi & OTIOT","Three Kings","Anjunabeats","May 06, 2021",1015
4,"Progressive Pick: Stellz","Rush The Limit","Armind","May 06, 2021",1015
5,"Fast Distance ft. Jennifer Rene","Summer Breeze","Flashover","May 06, 2021",1015
6,"Christina Novelli & DJ Xquizit","So Cold (Dan Thompson Remix)","Arkham","May 06, 2021",1015
7,"Future Favorite: Ørjan Nilsen","Volt","Armind","May 06, 2021",1015
8,"Trending Track: Armin van Buuren & Maor Levi","Divino","ASOT","May 06, 2021",1015
9,"Andrew Rayel","Silver Lining (Mark Sixma Remix)","Armada","May 06, 2021",1015
10,"Super8 & Tab vs. Factor B","From Way Back","WAO138","May 06, 2021",1015
11,"Dan Stone & Stine Grove","If I Never Make It Home","n/a","May 06, 2021",1015
12,"Ruddaz","Alone","n/a","May 06, 2021",1015
13,"Solarstone","Seven Cities (Ferry Tayle Remix)","Hooj Choons","May 06, 2021",1015
14,"Service For Dreamers: BT & Arty ft. Nadia Ali","Must Be The Love","Armind","May 06, 2021",1015
15,"Sunny Lax","Neowise","Anjunabeats","May 06, 2021",1015
16,"ANUQRAM","Sun Town","Zerothree","May 06, 2021",1015
17,"Ruben de Ronde & That Girl","Lose Yourself","Statement!","May 06, 2021",1015
18,"Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream","Flashover","May 06, 2021",1015
19,"Stately","Thoughts","Monster Deep","May 06, 2021",1015
20,"Dezza & Lauren L'aimant","Ghost (Pete K Remix)","Colorize","May 06, 2021",1015
21,"BT & Au5 & Mangal Suvarnan","The Light Is Always On (Le Youth Remix)","Black Hole","May 06, 2021",1015
22,"Movement Machina & MK8","Dreamspace","Zerothree","May 06, 2021",1015
23,"Tom Staar & Ferry Corsten ft. Darla Jade","Glow","Armada","May 06, 2021",1015
24,"Hausman & MBX","Voyager","Enhanced Prog","May 06, 2021",1015
25,"Kyau & Albert","Outside 21","Euphonic","May 06, 2021",1015
26,"Eugenio Tokarev","Rewind","Elliptical Sun","May 06, 2021",1015
1,"Mauro Picotto","Feels Like Home","n/a","May 13, 2021",1016
2,"AVIRA ft. Chris Howard","Gold","Armada","May 13, 2021",1016
3,"Monocule","You Don't Know","Protocol","May 13, 2021",1016
4,"Tune Of The Week: Armin van Buuren & Tom Staar ft. Josha Daniel","Let Go","Armada","May 13, 2021",1016
5,"Giuseppe Ottaviani","Resonate","Armind","May 13, 2021",1016
6,"Trending Track: Armin van Buuren ft. Sarah Reeves","Tell Me Why","Armind","May 13, 2021",1016
7,"Dennis Sheperd ft. Chloe Kay","How Does It Feel (Aurosonic Remix)","Black Hole","May 13, 2021",1016
8,"Progressive Pick: Ferry Corsten","Beautiful (AVIRA Remix)","Flashover","May 13, 2021",1016
9,"Rub!k","Everlast","ASOT","May 13, 2021",1016
10,"Johan Gielen & Starpicker","Sustained","FSOE","May 13, 2021",1016
11,"Davey Asprey","Confusion","Damaged","May 13, 2021",1016
12,"Ashley Wallbridge","Golden Hour","We'll Be Ok","May 13, 2021",1016
13,"Robbie Seed & Caitlin Potter","Serenade","Find Your Harmony","May 13, 2021",1016
14,"Adam Taylor","Paradise Found","Armada","May 13, 2021",1016
15,"Steve Dekay","Epic","WAO138","May 13, 2021",1016
16,"Service For Dreamers: Above & Beyond ft. Zoë Johnston","Good For Me (ALPHA 9 Remix)","Anjunabeats","May 13, 2021",1016
17,"Activa","The Lost Language","Activa Music","May 13, 2021",1016
18,"DJ T.H. ft. Audrey Gallagher","Siren","Digital Society","May 13, 2021",1016
19,"Solarstone","Seven Cities (Chris Schweizer Remix)","Armada Captivating","May 13, 2021",1016
20,"Lost Witness & EMEL","Now","2rock","May 13, 2021",1016
21,"Denis Airwave & Sarah Escapé","Horizon (Tycoos Remix)","2rock","May 13, 2021",1016
22,"Ilan Bluestone ft. Ellen Smith","Stranger To Your Love","Anjunabeats","May 13, 2021",1016
23,"Ilan Bluestone ft. El Waves","Tonight","Anjunabeats","May 13, 2021",1016
24,"Ilan Bluestone ft. Giuseppe De Luca","Stardust & Madness","Anjunabeats","May 13, 2021",1016
25,"Ilan Bluestone ft. Giuseppe De Luca","What Do You Want From Me?","Anjunabeats","May 13, 2021",1016
26,"Ilan Bluestone ft. Gid Sedgwick","Paid For Love","Anjunabeats","May 13, 2021",1016
27,"Remech ft. Marianna Ray","Follow You","Defcon","May 13, 2021",1016
28,"Thomma","Confusing","Redux 138","May 13, 2021",1016
29,"Dan Stone & Stine Grove","If I Never Make It Home","Fsoe Fables","May 13, 2021",1016
30,"Illuminor","Horizon (Factor B Remix)","Amon Vision","May 13, 2021",1016
1,"Omnia","Beautiful","Etrnty","May 20, 2021",1017
2,"Progressive Pick: Shapov & NERAK","Heaven","Armind","May 20, 2021",1017
3,"Armin van Buuren & Tom Staar ft. Josha Daniel","Let Go","ASOT","May 20, 2021",1017
4,"Cosmic Gate","Feel It","Wake Your Mind","May 20, 2021",1017
5,"Bigtopo","Ali","Suanda Progressive","May 20, 2021",1017
6,"GXD ft. Sarah de Warren","Hell & High Water","Coldharbour","May 20, 2021",1017
7,"Armin van Buuren & Avalan","Should I Wait (Rising Star Remix)","Armind","May 20, 2021",1017
8,"Cern","The Message (Ehren Stowers Remix)","ASOT","May 20, 2021",1017
9,"Ronski Speed & Harshil Kamdar","Bang","Ava White","May 20, 2021",1017
10,"Aly & Fila ft. Denise Rivera","Hymn Of Hope","FSOE","May 20, 2021",1017
11,"Binary Finary & Lele Troniq ft. Christina Novelli","Waiting For The Sun (C","n/a","May 20, 2021",1017
12,"Alexander Komarov","When I Leave","ASOT","May 20, 2021",1017
13,"Chukiess & Whackboi & Ramsey Westwood","STFU!","Find Your Harmony","May 20, 2021",1017
14,"Service For Dreamers: Key4050 & Plumb","I Love You","Armind","May 20, 2021",1017
15,"Alex Kunnari & Jennifer Rene","Always Be My Friend","Coldharbour","May 20, 2021",1017
16,"Omar Sherif & Cari","Here For You","FSOE","May 20, 2021",1017
17,"Triode & Clara Yates","Missing Part Of Me","AVA","May 20, 2021",1017
18,"Ben Gold & Allen Watts","Change The World","Who's Afraid Of 138","May 20, 2021",1017
19,"Ron with Leeds","Funky Beats (Ron with Leeds Less EDM Mix)","Ablazing Records","May 20, 2021",1017
20,"Ferrin & Low","Breeze (Woody van Eyden Remix)","Relaunch","May 20, 2021",1017
21,"Woody van Eyden & Rene Ablaze","Pure Magic (The Sound Of Coffee)","Heavensgate","May 20, 2021",1017
22,"DJ T.H. ft. Robin Vane","Be My Hero (Woody van Eyden Remix)","Heavensgate","May 20, 2021",1017
23,"Ben Nicky x Apollo","Dance (Shugz & David Rust Remix)","Xploded","May 20, 2021",1017
24,"Markus Schulz ft. Daimy Lotus","Are You With Me (Sector7 Remix)","Black Hole","May 20, 2021",1017
25,"Ronski Speed ft. Linnea Schossow","Set Me To Light (Daniel Kandi Remix)","Digital Society","May 20, 2021",1017
1,"Tom Staar & AVIRA & Jem Cooke","Gravity","Armada","May 27, 2021",1018
2,"Progressive Pick: York","Farewell To The Moon (PROFF Remix)","Planet Love","May 27, 2021",1018
3,"ReOrder & Jordan Tobias Present Crowd+Ctrl","Hush","ASOT","May 27, 2021",1018
4,"Tune Of The Week: Armin van Buuren","Battlefield","Armind","May 27, 2021",1018
5,"Roman Messer & Ruslan Radriges","Heartbeat","Suanda","May 27, 2021",1018
6,"Alexander Popov","Era","ASOT","May 27, 2021",1018
7,"Adam Taylor","Paradise Found","ASOT","May 27, 2021",1018
8,"Sunlounger ft. Susie Ledge","Sail Away (Roger Shah & Yelow Remix)","FSOE","May 27, 2021",1018
9,"DJ T.H. & Susie Ledge","Dancing With Strangers","Future Sequence","May 27, 2021",1018
10,"Trending Track: Armin van Buuren & Avalan","Should I Wait (Rising Star Remix)","Armind","May 27, 2021",1018
11,"Thomas Bronzwaer","Constellation (Luke BOND Presents BOND Remix)","Who's Afraid Of 138","May 27, 2021",1018
12,"Future Favorite: Alexander Komarov","When I Leave","ASOT","May 27, 2021",1018
13,"Doppenberg","More Than Ever","Armind","May 27, 2021",1018
14,"Fisherman & Lachi","DNA","Black Hole","May 27, 2021",1018
15,"Davey Asprey","Desperado","Subculture","May 27, 2021",1018
16,"Illitheas","Hyperspace","Abora","May 27, 2021",1018
17,"Ronski Speed ft. Linnea Schossow","Set Me To Light (Daniel Kandi Remix)","Digital Society","May 27, 2021",1018
18,"Illuminor","Horizon (Factor B Remix)","Amon Vision","May 27, 2021",1018
19,"Matt Fax","Torn","Colorize","May 27, 2021",1018
20,"Matt Fax & VIIQ","Run Away","Colorize","May 27, 2021",1018
21,"Matt Fax","Obsidian","This Never Happened","May 27, 2021",1018
22,"Cold Blue & Josh Kramer","Talvi","Reimagined","May 27, 2021",1018
23,"Manuel Le Saux & Db Mokk","Zero","Regenerate","May 27, 2021",1018
24,"RAM & Allen Watts","Colosseum","Nocturnal Knights","May 27, 2021",1018
25,"Taylor Torrence feat. Natalie Major","If We Say Goodbye (Steve Brian Remix)","n/a","May 27, 2021",1018
26,"Somna","Mark Bester & Tara Louise (Leave )","n/a","May 27, 2021",1018
27,"Ferry Corten presents Gouryella","Orenda","n/a","May 27, 2021",1018
28,"Benjamin Duchenne","Closer","n/a","May 27, 2021",1018
1,"Gareth Emery feat. Dani Poppitt","Friendly Fires","n/a","June 03, 2021",1019
2,"Trending Track: Tom Staar x AVIRA x Jem Cooke","Gravity","n/a","June 03, 2021",1019
3,"Kryder & Natalie Shay","Rapture","n/a","June 03, 2021",1019
4,"Tune Of The Week: Dimitri Vegas","Pull Me Closer (Armin van Buuren Remix)","n/a","June 03, 2021",1019
5,"Protoculture feat. Gid Sedgwick","Is This A Dream","n/a","June 03, 2021",1019
6,"Bodo Kaiser","Shadow","n/a","June 03, 2021",1019
7,"Future Favorite: Armin van Buuren","Battlefield","n/a","June 03, 2021",1019
8,"John O'Callaghan feat. Audrey Gallagher","Big Sky (Andrew Rayel Remix)","n/a","June 03, 2021",1019
9,"RAM","RAMbulance (Tempo Giusto Remix)","n/a","June 03, 2021",1019
10,"Simon Patterson","Beyond","n/a","June 03, 2021",1019
11,"Envio","Time To Say Goodbye (South Of The Stars Remix)","n/a","June 03, 2021",1019
12,"Sebastian Brandt & Peter Steele","Singularity","n/a","June 03, 2021",1019
13,"Ferry Tayle & Dan Stone","Vona (Sean Tyas Remix)","n/a","June 03, 2021",1019
14,"NoSo","Feels Like Heaven","n/a","June 03, 2021",1019
15,"Service For Dreamers: Ruben de Ronde & Roxanne Emery","Gold (Richard Durand Remix)","n/a","June 03, 2021",1019
16,"Eugene Becker","Melancholia","n/a","June 03, 2021",1019
17,"Matt Fax","Obsidian","n/a","June 03, 2021",1019
18,"Noise Zoo & Brandon Mignacca","Sunlight (Kamelon Remix)","n/a","June 03, 2021",1019
19,"HRRTZ & SHELLS","Keep Going","n/a","June 03, 2021",1019
20,"DIM3NSION","Through the Clouds","n/a","June 03, 2021",1019
21,"Tinlicker","Lost Gravity","n/a","June 03, 2021",1019
22,"ARTY","Hope (Eugenio Tokarev Remix)","n/a","June 03, 2021",1019
23,"Ferry Corsten","Beautiful (AVIRA Remix)","n/a","June 03, 2021",1019
24,"NatrX","In My Head","n/a","June 03, 2021",1019
25,"Taylor Torrence feat. Natalie Major","If We Say Goodbye (Steve Brian Remix)","n/a","June 03, 2021",1019
26,"Somna, Mark Bester & Tara Louise","Leave","n/a","June 03, 2021",1019
27,"Ferry Corten presents Gouryella","Orenda","n/a","June 03, 2021",1019
28,"Benjamin Duchenne","Closer","n/a","June 03, 2021",1019
1,"Axis & Bertie Scott","Lose This Feeling","Enhanced","June 10, 2021",1020
2,"Progressive Pick: Shapov & NERAK","Illusion","Armind","June 10, 2021",1020
3,"Tune Of The Week: Armin van Buuren & Sander van Doorn","Jonson's Play","ASOT","June 10, 2021",1020
4,"Armin van Buuren ft. Eyelar","Battlefield","Armind","June 10, 2021",1020
5,"Ferry Corsten ft. Lovlee","Our Moon (Protoculture Remix)","Flashover","June 10, 2021",1020
6,"Maarten De Jong","M4d World","Armind","June 10, 2021",1020
7,"NWYR x FLRNTN x Darius & Finlay","InterGalactic","Rave Culture","June 10, 2021",1020
8,"Gareth Emery ft. Dani Poppitt","Friendly Fires","We'll Be Ok","June 10, 2021",1020
9,"Future Favorite: Gouryella","Orenda","Flashover","June 10, 2021",1020
10,"Chris Schweizer","24","ASOT","June 10, 2021",1020
11,"Andy Moor & Somna & Linney","More Than Love (Craig Connelly Remix)","AVA","June 10, 2021",1020
12,"Allen Watts","Cyclone","WAO138","June 10, 2021",1020
13,"Aly & Fila ft. Deirdre Mclaughlin","Gravity (Daxson Remix)","FSOE","June 10, 2021",1020
14,"Service For Dreamers: Cosmic Gate & Sarah Lynn","Folded Wings","Wake Your Mind","June 10, 2021",1020
15,"Factor B ft. Cat Martin","Vacancy","Theatre Of The Mind","June 10, 2021",1020
16,"Zaa & Mino Safy & Leonard A & Cari","Yellow (Eugenio Tokarev Remix)","Cloudland","June 10, 2021",1020
17,"SMR LVE & That Girl","Need Somebody","Coldharbour","June 10, 2021",1020
18,"Fawzy & Daniel Kandi & Nick V","Harmony","Always Alive","June 10, 2021",1020
19,"Aly & Fila with Denise Rivera","Hymn Of Hope","FSOE","June 10, 2021",1020
20,"TEKNO & DJ T.H. & That Girl","Our Desire","Interplay","June 10, 2021",1020
21,"DJ T.H. & Eric Lumiere","Fly With Me","Inharmony","June 10, 2021",1020
22,"DJ T.H. & Alexandra Badoi","Kiss Me","Coldharbour","June 10, 2021",1020
23,"DJ T.H. & Natalie Gioia","Euphoria (Talla 2XLC Remix)","Interplay","June 10, 2021",1020
24,"DJ TH","Leonie (Alan Morris Remix)","Ava White","June 10, 2021",1020
25,"Woody van Eyden","Si","n/a","June 10, 2021",1020
26,"Cold Blue & Josh Kramer","Talvi","Reimagined","June 10, 2021",1020
